Lib_Name,Source,mean_fog_index
array-uniq,top,19.68888888888889
array-unique,top,19.984957264957266
arraybuffer.slice,top,19.978181818181817
arrayof,bottom,18.756950796950797
arrify,top,12.859786050492085
asapi,bottom,15.97811391223156
asorted,bottom,17.961935428912174
ass-to-vtt,bottom,21.16968660968661
assert-http,bottom,16.0178677462888
asset-inliner,bottom,20.94580086580087
assetment,bottom,16.08888888888889
assets-bower-ci,bottom,20.128871912401326
assign-deep,middle,16.92042256593981
assign-symbols,top,16.480529100529104
ast-types-flow,top,16.005078173858664
async-each-series,top,16.256507936507937
atoa,middle,14.33154169985209
atool-build,middle,19.45440367535531
attrition,bottom,22.263589743589744
auto-changelog,middle,16.637878787878787
auto-generate,bottom,18.669309309309313
autocode,bottom,19.086874645490642
autod-egg,middle,17.964809308338722
autorecordmic,bottom,23.324651162790698
avprober,bottom,21.632279909259317
aws-billing,bottom,22.23864258347017
aws-instances,bottom,24.723508771929822
axios,top,14.126764042604867
babel-loader,top,19.042116402116402
babel-plugin-css-modules-transform,middle,19.558982466808555
babel-plugin-dynamic-import-node,top,13.419393939393938
babel-plugin-precompile-charcodes,middle,20.84848484848485
babel-plugin-root-import,middle,19.81714285714286
babel-plugin-transform-react-remove-prop-types,top,17.665014920667097
babel-plugin-webpack-alias,middle,19.484168449685694
babel-preset-es2015-mod,middle,17.515151515151516
babel-preset-es2015-node5,middle,13.906031746031747
babel-preset-es2015-node6,middle,13.81446871034529
babel-preset-es2015-without-strict,middle,16.042944407822457
babel-preset-flow-vue,middle,16.210116933456593
babel-preset-power-assert,middle,17.620817740817742
babelify,top,19.41997775305895
babelrc-rollup,middle,17.94852986670562
backbone-computed-properties,bottom,24.804102564102564
backbone-db-elasticsearch,bottom,19.371135255680848
backbone-db-mongodb,bottom,18.942463054187193
backbone.declarative.views,bottom,18.3467763499971
backbone.ribs,bottom,18.141604379499118
backpack-ht16k33,bottom,23.492282430213468
barterer,bottom,19.614223585081177
base64-img,middle,19.919999999999998
batch-me-if-you-can,bottom,26.44717948717949
baucis-vivify,bottom,19.275265700483093
beautify-lint,middle,22.674188034188038
becklyn-gulp,bottom,18.813878800855544
beeper,top,16.11214655263436
beercalc_js,bottom,21.066315789473684
bem-deps,bottom,19.462330623306237
benderjs-amd,bottom,16.851835571835572
bepacked,bottom,21.338316498316498
big-red-button,bottom,20.03102297787792
bili,middle,16.534718614718617
bin-pack,middle,17.738623481781378
binary-extensions,top,18.150000000000002
binding,middle,19.882376708259063
bip32-wallet,bottom,19.177722567287788
bitbucket-ips,bottom,24.831285831285832
bitcoin-ops,middle,17.8176327436368
blacklist,middle,18.600897896916205
blender,bottom,20.194860166288738
bloggy,bottom,15.527658311014818
bloggy-marked-toc,bottom,14.550433123560945
bloggy-rss,bottom,18.07612220916569
blum,bottom,17.165674015906575
bmfont2json,bottom,18.055240243627345
bn.js,top,20.255479082321187
body-parser,top,13.653504518755597
bonjour,top,19.043070916604666
bookshelf-manager,bottom,16.639092970521542
boomcatch,bottom,19.456849816849818
bootstrap-sass-loader,middle,21.43380002306539
bootstrapper,middle,22.076067173280798
boring-config,bottom,18.026341463414635
bossy,middle,15.867159507159508
boundary,middle,23.46666666666667
boxen,top,15.48723616253028
bpmn-js-debug-overlay,bottom,26.675160875160877
braces,top,18.679302325581396
breadboard,bottom,21.273620753620754
breeze.js.bower,bottom,19.437501584865366
breeze.js.labs,bottom,18.81836493517947
brim,bottom,18.937619047619048
broccoli-autoprefixer,middle,24.23464114832536
broccoli-csssplit,bottom,17.985054945054948
broccoli-i18n-lazy-lookup,bottom,22.202637362637365
broccoli-ng-templatecache,bottom,22.34869549352308
broccoli-splitter,bottom,17.86491052706261
broccoli-string-replace,middle,13.495388399262145
brorand,top,15.81925243215566
browser-env,middle,15.314708994708997
browser-pdf-support,bottom,23.046468005386103
browser-process-hrtime,top,25.10051282051282
browser-stdout,top,25.042758620689657
browserify-aes,top,18.909385749385752
browserify-cipher,top,21.314037267080746
browserify-des,top,19.722232854864437
browserify-dev-bundler,bottom,23.058020086083214
browserify-hmr,middle,22.99282051282052
browserify-rsa,top,20.278697158697163
browserify-sign,top,20.217511520737325
browserify-transform-dna,bottom,20.85008263596499
browserslist,top,14.15838056680162
buffer-indexof-polyfill,middle,21.520000000000003
buffer-xor,top,17.402455798678734
buffered-transform,bottom,22.352512315270936
builder-coffee,bottom,19.937938273388227
builtin-modules,top,16.22725182863114
builtin-status-codes,top,18.06276679841897
builtins,top,19.615383650166258
bump-cli,middle,14.29939449886319
bunnydo,bottom,19.507577050734945
busylight,bottom,23.61271490414348
buzzfeed-headlines,bottom,20.52751580849142
caber,bottom,18.80100358422939
cache-base,top,19.423722943722943
cache-wrapper,bottom,24.272060543515654
calendar-matrix,bottom,21.85799671592775
call,middle,13.643164567282216
call-me-maybe,top,15.418455098814537
callback-timer,bottom,17.305006839945282
callback-with,bottom,19.98974358974359
callback-wrapper,bottom,19.98687830687831
caller-callsite,top,18.58775889948304
caller-path,top,11.496010716726005
callsites,top,13.828134235503203
camelcase,top,12.757748917748918
camelcase-keys,top,11.684075488781373
caniuse-lite,top,23.285442194474996
cantina-app-users,bottom,22.644510444510445
capture-stack-trace,top,19.703286598459012
carcass-program,bottom,20.30926613543635
card-dealer,bottom,17.89090909090909
catbox-s3,bottom,14.71912087912088
center-align,top,16.250045098825588
cfn-config,bottom,20.653341357551888
chai-shallow-deep-equal,middle,14.984463118580766
chain-args,bottom,19.501232391323136
changelogx,middle,14.251631475643848
charabanc,bottom,18.4833526756931
check-pages,middle,15.62338710803827
chemical-symbols,bottom,25.38210180623974
choice,bottom,20.347762981296732
ci-info,top,19.281287078934138
cipher-base,top,20.47965811965812
circular-dependency-plugin,top,16.74807648491859
clap,top,20.14596736596737
class-utils,top,19.197559912854036
classlist-polyfill,middle,17.046421895435262
classnames,top,18.8468524712003
clever-tools,bottom,22.011651796479384
cli,middle,21.10571428571429
cli-cursor,top,15.096784874951771
cli-snow,bottom,16.463654485049837
cli-spy,bottom,25.983068783068784
cli-width,top,18.072860411899313
cliclopts,middle,13.805496002569175
clingwrap,bottom,20.079022785999534
cliui,top,20.005534858332563
clocker,bottom,16.77748473748474
clone-deep,top,17.75225806451613
closest,middle,19.314552114552118
clui,middle,18.494569221628048
cluster-advisor,bottom,22.409383961942105
cluster-role,bottom,19.017816526203625
clusterjs,bottom,19.210084033613448
co-event-wrap,bottom,18.671524172422004
co-inbox,bottom,15.444818370035762
co-thrift,bottom,15.941899219793958
code-point-at,top,11.268771929824563
code-snippets,bottom,22.634482758620692
codewars,bottom,20.521106719367587
coffee,middle,21.088778998779
collect-callbacks,bottom,19.119999999999997
collection-visit,top,20.804031987250635
color-name,top,16.342857142857145
color-support,top,23.890718954248367
colormin,top,15.243392150078808
colorzy,bottom,15.603976872800406
colsole,bottom,22.819537733221942
command-line-commands,middle,20.764634107792002
command-mapper,bottom,21.61829222011385
commist,middle,18.26658350658351
common-dir,middle,13.943559510567297
commonmark-react-renderer,middle,19.0962962962963
comparative-selection,bottom,20.292864380817722
compare-versions,top,14.609814780839224
comparray,bottom,16.964963399081046
complexion-time-map,bottom,22.880000000000003
compose-function,middle,17.735494152283714
composition,middle,19.58353059809668
compression,top,15.8848275862069
concat,middle,13.476726092278218
concat-image,bottom,20.847776197249882
config-lite,middle,19.08450229985269
configurable-http-proxy,bottom,19.04479888398047
conflab,bottom,18.74954579170121
confy-node,bottom,19.703097769439232
connect-weinre-injector,bottom,18.73758241758242
consign,middle,17.247533247533248
consolation,bottom,17.93684981684982
console.table,middle,18.375101406825546
contact-form,bottom,17.775526695526697
contains-path,top,12.611910858226647
content,middle,19.52959358102215
content-disposition,top,21.490035842293906
content-type,top,14.918005144892993
contentful-sdk-core,middle,19.54759421457096
contentstream,middle,19.01878826732636
contra,middle,21.977290519359485
contractual,bottom,19.67776562128887
cookie-parser,top,11.373333333333335
cool-ascii-faces,middle,21.576969696969698
copy,middle,15.285050742442047
copy-webpack-plugin,top,15.612650520211497
cordova-lib,middle,19.590476190476192
core,bottom,16.53831978319783
coreos-cluster,bottom,26.559868637110014
corq,bottom,20.7259281894576
correcthorse,bottom,14.44958167958168
cors,middle,17.86423054633581
cosmiconfig,top,18.095736310473153
couchdb-fauxton,bottom,18.727703838292076
couchdb-sync,bottom,21.630504208435244
couchdb-user-account,bottom,25.91158420789605
countdown.js,bottom,13.31405179615706
countn,bottom,14.994628011470118
cpa.js,bottom,18.05574912891986
create-cipher,bottom,22.26702702702703
createECDH,top,19.199024390243903
createHash,top,19.101430499325236
createHmac,top,18.587878787878786
crop-rotate-and-sample-in-browser,bottom,18.420010632642214
cross-env,top,23.75930735930736
crossbar-nodejs,bottom,17.47240882694541
crossvent,middle,15.403726689248069
css-declaration-sorter,top,18.797981633257628
css-driven,bottom,22.482712330215104
css-selector-tokenizer,top,19.42160068475858
css-url-versioner,bottom,17.117241379310343
csstree,top,17.405227021040975
csv-join,bottom,16.529032258064518
ctrllr,bottom,20.200516166033406
currently-unhandled,top,20.763369963369964
custom-event,top,18.943333333333335
cyclon.p2p-rtc-client,bottom,19.976470588235294
d3-sankey,middle,15.935581455581456
d3-star-plot,bottom,15.063028591155888
d6,bottom,14.171300097751711
daily-comic.js,bottom,16.635186415651532
dailymotion-sdk-node,bottom,20.994240242516106
danfe,bottom,21.380863039399625
date-fns,top,16.354330400782015
date-math,middle,18.112685560053983
date-now,top,16.381988304093568
dbcsv,bottom,17.84555138784696
decamelize,top,13.858823529411765
decompress-response,top,16.400000000000002
default-require-extensions,top,22.592718585762064
defaults-deep,middle,15.96952380952381
deferred-interval,bottom,17.0288995215311
define-exceptions,bottom,17.902879743855355
define-properties,top,19.47076923076923
define-property,top,17.994596568941738
del,top,15.580000000000002
delighted-node,bottom,18.153930097769454
denodeify,top,13.104143318260967
dependency-injection,middle,22.844419348767175
derequire-transform,bottom,18.207775672603262
des.js,top,18.864242424242427
detect-browser,middle,20.32260019550342
detect-data-stream,bottom,20.75872679045093
detect-file,top,17.529864498644987
detect-newline,top,14.361990251608052
detect-node,top,12.966153846153848
detect-port,top,15.56541314601785
detect-rename,bottom,18.56787644787645
deuces,bottom,14.668571428571429
dev-web-server,bottom,16.86993006993007
devs,bottom,20.50464580778263
df,middle,16.843076923076925
dial-roller,bottom,19.91970311726868
dialog,bottom,20.688527433208286
diffie-hellman,top,21.238212005108558
dir-glob,top,14.743376623376625
directory-path,bottom,21.83213303604608
dirtybit,bottom,19.31471480633952
discord.js-musicbot-addon,middle,16.21093897971947
displayer-api-client,bottom,17.40969400244798
dns-packet,top,19.292307692307695
dns-txt,top,13.390660430251222
docker-pull,bottom,20.20863387451623
dockerify,bottom,24.299919028340078
dockerspaniel,bottom,20.983209210344775
docooment,bottom,24.06371100164204
dogedc,bottom,23.29592066711742
dom-replace-html-stream,bottom,19.047303009349726
dom-serialize,top,22.558476421613243
dominator,bottom,24.389425287356325
dot-prop,top,17.228964293779523
dotignore,bottom,12.813323937044867
dotpath-compile,bottom,19.937541846006695
download-email-attachments,bottom,16.39597254004577
draftjs-to-html,middle,9.525925925925927
drool,middle,20.48968358602505
droonga-http-server,bottom,16.585284280936456
drop-while,bottom,15.204135918282262
dropbox-auth-cli,bottom,20.393548387096775
dropbox-mock.js,bottom,21.543121382034464
dropbox-sdk-js,middle,23.79073313782991
dsigner,bottom,21.68245614035088
dtools,bottom,20.42241615170527
dtree,bottom,20.144736416142443
duplexify,top,14.663333333333332
dustjacket,bottom,18.476257958838605
dynamo-converters,bottom,14.057204301075268
e3x-cs3a,bottom,18.480476811121974
earl-grey,middle,18.93154164818332
edp-bcs,bottom,19.694991789819376
edx-modulestore-node,bottom,15.807326007326008
eightbyeight,bottom,23.426170388751036
ejs,top,16.242051282051285
electron-json-storage,middle,14.939846743295021
electron-reload,middle,19.965795206971677
electron-squirrel-startup,middle,19.182491832491834
electron-store,middle,16.50895102934114
electron-window-state,middle,18.046663527639137
element-resize-event,middle,16.986597313573334
elixir,top,17.249078540507114
elliptic,top,24.039637399637403
email-obfuscator,bottom,17.331007751937985
ember-assign-polyfill,middle,13.62949602122016
ember-browserify,middle,16.70666666666667
ember-cli-admin-languages,bottom,26.166984126984126
ember-cli-array-slice,bottom,16.933444976076554
ember-cli-autoprefixer,middle,26.920000000000005
ember-cli-deploy,middle,19.868488192626124
ember-cli-github-pages,middle,15.885424239570579
ember-cli-jsx,bottom,17.15809523809524
ember-cli-typescript,middle,16.411037851037854
ember-dropkick,bottom,19.71321528424977
ember-lodash,middle,18.95084084084084
ember-pdfjs,bottom,19.0514034757513
ember-power-select,middle,19.237137764196586
ember-sinon,middle,12.917750206782467
ember-test-helpers,middle,16.733793103448278
emic2,bottom,20.215264735264736
emoji-regex,top,14.353684210526316
emoney,bottom,21.06346564642117
enable,middle,22.49516473350886
enb-browserify,bottom,21.353317407230453
enb-y-i18n,bottom,23.021042183622832
encodeurl,top,16.55189368770764
encoding-down,middle,20.392392392392395
ends-with,middle,14.783589743589744
engine.io-parser,top,17.501974422825306
epinfer,bottom,23.178510378510378
eris,middle,16.610114942528735
errorhandler,top,22.460766813324955
erroz,bottom,17.196554556554556
es-abstract,top,20.09516463572725
es-tar,bottom,12.4373647380099
es-to-primitive,top,17.65773670655961
es6-project-starter-kit,bottom,17.513513513513512
esbeautifier,middle,18.725741626794257
escallmatch,middle,19.03374461979914
escape-string-regexp,top,17.251387102094675
esformatter-quotes,middle,15.995724275724275
eslint-config-kentcdodds,middle,15.565668016194332
eslint-config-node-style-guide,middle,19.15487674965936
eslint-config-peerigon,middle,18.265201465201464
eslint-config-react,middle,21.772975734355047
eslint-config-standard,top,17.58293255131965
eslint-loader,top,15.564616262415612
eslint-plugin,middle,19.63009139009139
eslint-plugin-css-modules,middle,17.359499105545616
eslint-plugin-github,middle,19.39317709769323
eslint-plugin-import,top,12.882642746248061
eslint-plugin-lodash,middle,16.539876063215722
eslint-plugin-node,top,15.343019943019943
eslint-plugin-react,top,18.081755186271316
eslint-plugin-standard,top,15.150107526881722
espial,bottom,22.913833726692825
espower-source,middle,23.540127323656737
espree,top,12.906818469323213
esri-dump,bottom,16.92904761904762
esri-gnip,bottom,22.230293519325777
estktap,bottom,20.841468119362855
etag,top,21.07218390804598
event-aggregator,middle,19.73052237406673
event-source-emitter,bottom,13.858823529411765
excuses,bottom,24.4171654432524
exec-sh,top,13.38909090909091
execa,top,15.808186874304784
exit-hook,top,10.743799511963825
exp-asynccache,bottom,20.91683028493794
expand-brackets,top,14.711656271656272
expand-range,top,14.321302841302844
exposify,middle,15.962265122265123
express-batch,bottom,16.861070725898312
express-boot,bottom,16.521649061282226
express-fluent-logger,bottom,15.691089294062646
express-orm-mvc,bottom,18.70798348937884
express-qrcode,bottom,16.230214830214827
express-react-views,middle,14.292557201164012
express-request-proxy,middle,15.796991704066368
express-sanitizer,middle,20.002279202279205
express-wrangler,bottom,17.751884057971015
extend-shallow,top,17.050793650793654
extglob,top,16.339649122807018
extract-gettext,bottom,19.57637065637066
extract-text-webpack-plugin,top,20.099536541889485
extract-zip,top,11.470501380134307
fancy-log,top,19.62782608695652
fast-async,middle,21.268175456562556
fast-json-stringify,middle,17.78672563762347
fastfall,middle,19.94184105222688
fastft-api-client,bottom,22.21333333333333
fastparse,top,14.605589535912117
fb-node,bottom,15.458753387533875
fb-xmpp-connector,bottom,25.375884115884116
fetch,top,14.567286767286769
fetch-client,middle,13.227527642636002
fetch-ponyfill,middle,18.99155396739379
fetchr,middle,18.777134666575662
figures,top,18.29636363636364
file-entry-cache,top,17.045327221797812
file-type,top,12.533053221288517
filefog-onedrive,bottom,20.931063829787238
filename-regex,top,12.660606060606062
filetobase64,bottom,18.20740740740741
fill-range,top,14.430312891113894
finalhandler,top,12.96021528887394
find-cache-dir,top,16.23671469235124
find-file-up,middle,15.203160308526162
find-process,middle,15.740522060522062
find-up,top,16.553975636766335
fined,top,20.485462811420263
first-chunk-stream,top,14.876190476190477
firstline,middle,14.673974714770276
fist-fistlabs_unit_serial,bottom,18.826197251024837
flagged-respawn,top,19.066883468834693
flat-cache,top,15.848566367636135
flickity,middle,19.748408629756927
flow-view,bottom,19.081527241527244
flush-write-stream,top,15.804637681159424
fluxer,bottom,16.57807445442875
fluxxor-autobind,bottom,20.321839080459775
fn-args,middle,18.422319721598168
fontpath,bottom,16.649211857509073
for-in,top,17.475856722551722
for-own,top,20.594594594594597
foreach-async,bottom,19.517952192734803
format-url,bottom,17.73190657954325
forwarded,top,14.40093567251462
framework,middle,18.294024298682682
fredApi,bottom,22.133333333333336
freeloader-stream,bottom,22.370742705570294
friendly-errors-webpack-plugin,top,19.887292167869553
from2,top,11.741387365185995
from2-string,middle,12.406310160427807
frozen-express,bottom,24.037701149425292
fruit,bottom,15.492251521298176
fs-temp,middle,16.189829681258253
fs-write-stream-atomic,top,22.37959621305019
fsm2dot,bottom,17.831111111111113
ftp-generate-response,bottom,22.030955710955716
fuzzy-search,middle,16.8240350877193
fxos-simulators,bottom,22.08327485380117
ga-localstorage,bottom,17.1778633923391
gaffa-frame,bottom,19.551684838695206
gaffa-image,bottom,23.624761904761908
game-grid,bottom,16.970541053630757
gardr-plugin-ext-burt,bottom,22.17959805959806
garnish,middle,19.079287749990357
gcr,bottom,18.713563218390806
gearsloth,bottom,18.58711353162966
gedcomx-date-js,bottom,21.333333333333332
generate-function,top,18.199815668202767
generator-appsngen-web-widget,bottom,18.871080110040438
generator-bangular,bottom,21.75217324874614
generator-lib-java,bottom,18.314285714285713
generator-meshblu-connector,bottom,21.44666666666667
generator-npm-module,bottom,18.051744197831155
generator-react-gulp-browserify,bottom,19.149437229437233
generator-readme,bottom,18.045079365079367
generator-utils,bottom,22.52334470127574
generator-videojs-plugin,bottom,15.081970871045986
geo-tree,bottom,17.752572905131046
geohash-poly,bottom,19.403121180878617
geojson-segment,bottom,22.164443372719237
geojson-summary,bottom,23.561481481481486
geojson-vt,middle,19.23521787279118
get-caller-file,top,13.652875816993463
get-stdin,top,13.4201287001287
get-stream,top,15.892467532467531
get-value,top,15.042020202020202
getpackages,bottom,20.198374059775205
ghost-export,bottom,14.214009819967268
ghost-render,bottom,17.203029307856895
ghpages,middle,16.815494968995797
ghusers,bottom,17.20885632885633
giphy-api,middle,19.7384126984127
git-clone,middle,18.355367077063384
git-latest-semver-tag,middle,16.391981351981354
git-repository,middle,21.324375804375805
gitbook,middle,12.974530591812542
gitbook-grvis,bottom,22.770166028097066
gitbook-plugin-comments,bottom,16.88444591101578
gitbook-plugin-lexicon,bottom,19.860190273289255
gitbook-plugin-olark,bottom,18.995897435897437
gitbook-plugin-piwik,bottom,20.900158730158733
github-changes,middle,13.73842180774749
github-jobs,bottom,15.58092332799799
github-language,bottom,18.01017330060704
github-todos,bottom,18.023157894736844
githubNabber,bottom,20.836421356421358
gitignoreensure,bottom,18.981603145795525
gl-mat4,middle,21.168556139383206
gl-vec3,middle,16.852873042822107
glob-parent,top,15.342222222222222
global-modules,top,13.48001506150113
global-prefix,top,15.182754197659374
globby,top,12.757719298245615
globo,middle,20.314703274703277
globstar,middle,18.207733990147783
glogg,top,15.597512140662047
glry,bottom,17.726238330488666
glue,middle,19.133298326752772
gnar,bottom,17.19746606334842
gocd-api,bottom,19.817647058823532
goodscloud-node,bottom,24.007478708655178
google-cloud-storage,bottom,20.211383715807603
google-fonts-downloader,bottom,16.204259805235417
google-libphonenumber,middle,21.108439125696542
google-maps-react,middle,20.10879120879121
google-maps-services-js,middle,20.479008796081967
googlefonts,bottom,15.514138002918491
got,top,10.651470908056275
governor,bottom,18.72511627906977
gp-js-client,middle,16.938819010446917
grabetha,bottom,18.7511728581496
gracenode-session,bottom,24.400000000000002
grunt-api-meta,bottom,16.8811462674281
grunt-blogbuilder,bottom,16.86118171683389
grunt-caveman,bottom,20.754290109868844
grunt-check-pages,middle,14.586605551667507
grunt-crowdin,bottom,19.38409433824068
grunt-date-suffix,bottom,14.915942028985508
grunt-gulp,middle,22.063023872679047
grunt-htmllint-http,bottom,14.019986197377502
grunt-jscpd-reporter,bottom,17.790075187969926
grunt-knex-schema,bottom,13.701637072868413
grunt-metascript,bottom,17.506885799984783
grunt-neo4j,bottom,18.985317761853405
grunt-nexe,bottom,10.828723231227977
grunt-npm-helper,bottom,18.568817261448842
grunt-potomo,middle,18.134015549667726
grunt-protractor-coverage,middle,26.862459073493557
grunt-sass-lint,middle,16.360902323482968
grunt-serve,middle,15.245465587044535
grunt-slm,bottom,13.008575272104684
grunt-stylus-base-files,bottom,15.754132630654372
grunt-svgstore,middle,17.543890518084066
grunt-template-jasmine-dojo,bottom,13.141353383458647
grunt-xunit,bottom,17.2189898989899
gryd,bottom,14.797281757653275
gulp-atom-electron,middle,21.106577480490525
gulp-autoprefixer,top,21.047203065134102
gulp-ava,middle,15.09411306042885
gulp-base64,middle,15.080519480519479
gulp-cdn-ref,bottom,17.83492063492064
gulp-changed-in-place,middle,16.861029341029344
gulp-clang-format,middle,19.82207336523126
gulp-combine-media-queries,middle,17.267527662314855
gulp-connect-php,middle,17.370028490028492
gulp-coverage,bottom,18.576170842064858
gulp-css-inline-images,middle,18.096866096866098
gulp-cssbeautify,middle,14.967960927960931
gulp-develop-server,middle,16.060073687544808
gulp-dotjs-packer,bottom,16.890209815727058
gulp-es6-module-jstransform,bottom,15.120579710144927
gulp-espower,middle,22.09472934472935
gulp-exemplary,bottom,21.895541125541126
gulp-framework-dep,bottom,16.290530692635958
gulp-haste,bottom,16.297805895813703
gulp-html-extract,middle,15.229505068574838
gulp-html5-lint,middle,14.282221672212597
gulp-hub,middle,14.976040868454664
gulp-imacss,bottom,20.01612785064398
gulp-inline-css,middle,18.489162561576357
gulp-istanbul-enforcer,middle,19.56708133971292
gulp-jsdoc,middle,15.355540112061854
gulp-jsonminify,middle,14.770526315789473
gulp-mock,bottom,18.558840579710143
gulp-mustache,middle,17.86144927536232
gulp-natural-sort,middle,16.666717752234995
gulp-p4,bottom,14.72442969952598
gulp-pleeease,middle,17.096666666666668
gulp-plumber,top,14.411135531135534
gulp-processhtml,middle,17.943621084797556
gulp-reduce-file,middle,21.416593406593407
gulp-remote-src,middle,15.276322892793484
gulp-serve,bottom,15.050240134738615
gulp-sloc,bottom,12.364289398141391
gulp-sourcemaps,top,15.802176928762297
gulp-standard,middle,20.124076842697534
gulp-strip-comments,middle,12.597725752508362
gulp-strip-css-comments,middle,14.582300292949009
gulp-stylint,middle,9.627272727272729
gulp-subtree,middle,13.904985994397759
gulp-tape,middle,16.383817663817666
gulp-use-asset,bottom,19.436224451876626
gulp-wrapper,middle,13.295132693393564
gulplog,top,11.871973951973953
gunzip-maybe,middle,15.962698044916937
gzip-size,top,14.022488479262673
gzip-size-cli,middle,15.226889563360151
hammer-draggables,bottom,18.912711929040558
handle-callback,bottom,18.230870870870874
handpipe.js,bottom,18.43126130201784
hapi-auth-jwt2,middle,15.23728135932034
hapi-bookshelf,bottom,22.52542124542125
hapi-boom-jsend,bottom,16.33751633986928
hapi-cors-headers,middle,18.105398981324278
hapi-jwt,bottom,15.488413547237078
hapi-magic-filter,bottom,17.14345468850583
hapi-monit,bottom,14.98909090909091
hapi-prerender,bottom,16.17018189383301
hapi-route-directory,bottom,20.33550611790879
harmony,bottom,23.54837943182276
has-ansi,top,15.718367346938777
has-flag,top,13.321596298438404
has-gulplog,top,11.041904761904764
has-key-deep,bottom,15.342654127481714
has-require,middle,18.335369751021926
has-unicode,top,16.405956354300386
has-value,top,13.906842105263157
hash-base,top,16.51384212655577
hash-sum,top,13.65107505070994
hash.js,top,15.846125921724333
haypeaeye,bottom,20.045986394557826
hbars,bottom,19.944670231729056
heartbleed.js,bottom,16.956524064171123
help-me,middle,17.59994271392768
helper-coverage,middle,20.650040977063487
heroku-cli-util,middle,18.534435595830946
heroku-proxy,bottom,15.176753208477347
hershey,bottom,14.847374258292168
hexo-cli,middle,13.14787878787879
hexo-generator-json-content,middle,18.512172978309515
hexo-migrator-joomla,bottom,15.679165129773741
hexo-renderer-haml,bottom,15.78936967183437
hexo-renderer-jade,middle,15.938607346882929
hideout,bottom,15.025019377317268
high5,bottom,17.99935646053293
hipku,bottom,13.927843137254902
hmks,bottom,18.438385093167703
hogan-brisket,bottom,12.723223443223443
hoist-non-react-statics,top,18.43098505581264
homedir-polyfill,top,17.693121693121693
hookies,bottom,16.628571428571426
hotkeys,middle,16.366282739816576
