Lib_Name,Source,N_Runs,Mean_Cosine_Similarity,Std_Cosine_Similarity,Median_Cosine_Similarity
mocha.parallel,middle,5,0.6852,0.0044,0.6837
cross-env,top,5,0.6847,0.0389,0.6701
react-with-styles,middle,5,0.6841,0.0172,0.6849
redux-devtools-themes,middle,5,0.684,0.0072,0.6857
bloggy,bottom,5,0.6838,0.0118,0.679
clusterjs,bottom,5,0.6838,0.0071,0.6813
express-request-proxy,middle,5,0.6837,0.0369,0.6828
node-gcm-cli,bottom,5,0.6833,0.0496,0.7038
geojson-vt,middle,5,0.6831,0.0301,0.673
in-publish,top,5,0.6828,0.0436,0.6829
loopback-phase,middle,5,0.6828,0.0338,0.6795
uniqid,top,5,0.6827,0.0098,0.6889
json-stringify-pretty-compact,middle,5,0.6827,0.0083,0.6859
apostrophe-facebook,bottom,5,0.6822,0.024,0.6734
react-dock,middle,5,0.6821,0.0163,0.6718
postcss-custom-media,top,5,0.6819,0.0263,0.6811
filetobase64,bottom,5,0.6816,0.0226,0.6781
is-data-descriptor,top,5,0.6814,0.0219,0.6905
istanbul-instrumenter-loader,top,5,0.6804,0.0409,0.6737
find-cache-dir,top,5,0.6797,0.0134,0.6781
carcass-program,bottom,5,0.6791,0.0329,0.6625
socket.io-adapter,top,5,0.6789,0.0176,0.6735
format-url,bottom,5,0.6785,0.005,0.6789
node-argx,middle,5,0.6782,0.0144,0.6848
define-properties,top,5,0.6781,0.0049,0.68
gulp-base64,middle,5,0.6776,0.0157,0.669
bloggy-marked-toc,bottom,5,0.6774,0.0265,0.6833
lazy-cache,top,5,0.6772,0.0257,0.6855
parse-filepath,top,5,0.6772,0.0077,0.6788
koa-helmet,middle,5,0.6768,0.0047,0.6741
email-obfuscator,bottom,5,0.6766,0.0351,0.6908
loader-runner,top,5,0.6752,0.0052,0.6742
parse-gitignore,middle,5,0.6749,0.0173,0.6739
etag,top,5,0.6745,0.036,0.6788
callback-wrapper,bottom,5,0.674,0.0138,0.6773
m3u8downloader,bottom,5,0.674,0.0042,0.6757
jekyll-meta-from-markdown,bottom,5,0.674,0.0089,0.6773
babel-plugin-webpack-alias,middle,5,0.6738,0.0057,0.6712
beautify-lint,middle,5,0.6736,0.0198,0.6734
trim-newlines,top,5,0.6736,0.0426,0.6886
geohash-poly,bottom,5,0.6736,0.0082,0.6715
cookie-parser,top,5,0.6733,0.0321,0.6607
OwlCarousel2,middle,5,0.6729,0.0243,0.6746
hexo-generator-json-content,middle,5,0.6728,0.0118,0.6676
http-errors,top,5,0.6725,0.017,0.6735
rollup-plugin-bundle-size,middle,5,0.6724,0.0143,0.6765
flickity,middle,5,0.6722,0.0318,0.6612
file-type,top,5,0.6715,0.0316,0.6673
markdown-it-deflist,middle,5,0.6713,0.0193,0.6721
callsites,top,5,0.671,0.0257,0.6805
array-fill,bottom,5,0.6709,0.0211,0.6726
registry-url,top,5,0.6708,0.1077,0.6483
exp-asynccache,bottom,5,0.6708,0.0463,0.6788
markdown-extensions,middle,5,0.6706,0.0333,0.6906
binding,middle,5,0.6704,0.0415,0.6685
nanomatch,top,5,0.67,0.0426,0.6806
react-static-container,middle,5,0.6696,0.0164,0.6592
jshint-reporter-bamboo,bottom,5,0.6696,0.0123,0.6723
connect-weinre-injector,bottom,5,0.6694,0.0506,0.6399
gulp-cdn-ref,bottom,5,0.6694,0.0178,0.678
class-utils,top,5,0.6688,0.0333,0.6828
unassertify,middle,5,0.6685,0.0388,0.6794
spdx-expression-parse.js,top,5,0.6684,0.0128,0.6667
node-cross-spawn,top,5,0.6683,0.0297,0.6806
js-m4,bottom,5,0.6682,0.0095,0.6713
browser-process-hrtime,top,5,0.6676,0.0472,0.6809
autod-egg,middle,5,0.6674,0.0136,0.6715
karma-nunjucks,bottom,5,0.6671,0.0149,0.6646
path-exists,top,5,0.667,0.0141,0.6635
rollup-plugin-istanbul,middle,5,0.6666,0.0098,0.6692
stream-assert,middle,5,0.6665,0.0226,0.6824
dialog,bottom,5,0.6664,0.0325,0.6738
cyclon.p2p-rtc-client,bottom,5,0.6664,0.0142,0.6673
frozen-express,bottom,5,0.6663,0.0125,0.6637
has-ansi,top,5,0.6663,0.0414,0.6675
node-comment-json,middle,5,0.6663,0.0113,0.6653
karma-jasmine-cucumber,bottom,5,0.6662,0.0265,0.6608
gulp-pleeease,middle,5,0.6656,0.032,0.668
is-plain-obj,top,5,0.6654,0.016,0.6652
extend-shallow,top,5,0.6652,0.0164,0.6707
is-builtin-module,top,5,0.6646,0.0131,0.6649
eslint-config-kentcdodds,middle,5,0.6645,0.0102,0.6639
package-json-versionify,middle,5,0.6637,0.0134,0.6705
circular-dependency-plugin,top,5,0.6621,0.0587,0.6448
busylight,bottom,5,0.662,0.0142,0.6566
backbone-computed-properties,bottom,5,0.6619,0.0103,0.6611
hexo-migrator-joomla,bottom,5,0.6617,0.0147,0.6646
node-url,top,5,0.6617,0.0116,0.6596
filename-regex,top,5,0.6616,0.0083,0.6625
ends-with,middle,5,0.6614,0.0353,0.6693
is-path-inside,top,5,0.6605,0.0149,0.663
isomorphic-form-data,middle,5,0.6601,0.0304,0.6776
validate-npm-package-license.js,top,5,0.66,0.0239,0.6604
detect-rename,bottom,5,0.66,0.0246,0.6619
leo-platform-arduino,bottom,5,0.6599,0.0385,0.6752
ember-cli-github-pages,middle,5,0.6597,0.0055,0.6583
joi-machine,bottom,5,0.6593,0.0432,0.6683
liquid-fire,middle,5,0.6589,0.0275,0.6659
node-language-detect-spawn,bottom,5,0.6589,0.0097,0.6574
nth-check,top,5,0.6585,0.0172,0.6535
eslint-plugin-standard,top,5,0.658,0.0438,0.6817
shebang-regex,top,5,0.6578,0.0135,0.6628
date-math,middle,5,0.6578,0.009,0.6551
esbeautifier,middle,5,0.6571,0.0119,0.6638
isstream,top,5,0.6568,0.0648,0.631
source-map-resolve,top,5,0.6567,0.0078,0.6536
vary,top,5,0.6559,0.1387,0.7261
npm-utils,middle,5,0.6559,0.0063,0.6539
code-snippets,bottom,5,0.6556,0.0059,0.6545
replace-ext,top,5,0.6548,0.0152,0.6522
karma-lodash-template-preprocessor,bottom,5,0.6545,0.0121,0.6568
browserify-hmr,middle,5,0.6542,0.0143,0.6515
is-buffer,top,5,0.6541,0.0214,0.6455
grunt-htmllint-http,bottom,5,0.6539,0.0368,0.6717
gardr-plugin-ext-burt,bottom,5,0.6536,0.0204,0.6555
gzip-size-cli,middle,5,0.6534,0.0321,0.6651
node-multispinner,middle,5,0.6533,0.0384,0.6623
grunt-protractor-coverage,middle,5,0.6533,0.0371,0.6646
os-locale,top,5,0.6529,0.0136,0.6514
rss,bottom,5,0.6529,0.0156,0.6457
js-sha256,middle,5,0.6529,0.0209,0.6431
github-jobs,bottom,5,0.6525,0.0111,0.6533
redux-undo,middle,5,0.6519,0.0099,0.6521
template-html-loader,middle,5,0.6515,0.0248,0.6462
excuses,bottom,5,0.6512,0.0201,0.6493
exec-sh,top,5,0.6511,0.0241,0.6548
cors,middle,5,0.651,0.0372,0.644
gaffa-frame,bottom,5,0.651,0.005,0.6513
regjsgen,top,5,0.6507,0.0198,0.6507
array-uniq,top,5,0.6505,0.0198,0.6424
flagged-respawn,top,5,0.6498,0.0608,0.6285
websocket-extensions-node,top,5,0.6497,0.0104,0.6484
detect-newline,top,5,0.6488,0.0109,0.6475
gl-mat4,middle,5,0.6488,0.0137,0.6561
universal-router,middle,5,0.6485,0.0072,0.646
webpack-hot-middleware,top,5,0.6483,0.0224,0.6552
postcss-opacity,middle,5,0.6479,0.0116,0.6433
lego-client,bottom,5,0.6472,0.0236,0.6546
prop-types,top,5,0.6469,0.0211,0.6553
cantina-app-users,bottom,5,0.6457,0.0059,0.6449
generator-npm-module,bottom,5,0.6456,0.0109,0.6444
to-ico,middle,5,0.6455,0.0331,0.6466
validate-npm-package-name,top,5,0.645,0.0159,0.6446
react-inline-css,middle,5,0.6443,0.0174,0.6496
slack-bot-api,middle,5,0.6442,0.0134,0.6465
node-sshpk,top,5,0.644,0.0185,0.6473
jsos-util,bottom,5,0.6433,0.0189,0.644
mocha-clean,middle,5,0.643,0.0187,0.6516
array-unique,top,5,0.6429,0.0402,0.6581
afinn-96,bottom,5,0.6423,0.0048,0.6418
postcss-import,top,5,0.6423,0.023,0.6314
amqp.channel,bottom,5,0.6414,0.0202,0.648
displayer-api-client,bottom,5,0.6412,0.009,0.6371
bitbucket-ips,bottom,5,0.6407,0.0096,0.6426
on-headers,top,5,0.6406,0.0096,0.6455
itbit,bottom,5,0.6405,0.023,0.6457
define-exceptions,bottom,5,0.6395,0.0041,0.6418
angular-directive-boilerplate,bottom,5,0.6385,0.0037,0.6374
is-obj,top,5,0.6384,0.0354,0.6297
reduce-css-calc,top,5,0.6371,0.0048,0.6346
custom-event,top,5,0.6369,0.0164,0.6376
csv-join,bottom,5,0.6368,0.0092,0.6376
cache-wrapper,bottom,5,0.6365,0.0259,0.64
node-ddate,bottom,5,0.6363,0.0451,0.623
node-assetmanager,middle,5,0.6361,0.0121,0.6345
eris,middle,5,0.6354,0.0321,0.6272
dropbox-auth-cli,bottom,5,0.6352,0.0204,0.6396
babel-plugin-transform-react-remove-prop-types,top,5,0.6344,0.021,0.6314
is-relative,top,5,0.6343,0.0764,0.6549
grunt-potomo,middle,5,0.6342,0.0761,0.6402
is-path-cwd,top,5,0.6341,0.0585,0.6073
gulp-hub,middle,5,0.634,0.0298,0.6461
postcss-message-helpers,top,5,0.6338,0.0121,0.636
check-pages,middle,5,0.6336,0.0172,0.6258
karma-ng-server-side-template2js-preprocessor,bottom,5,0.6328,0.0142,0.6416
path-loader,middle,5,0.6328,0.0174,0.6341
top-gh-contribs,middle,5,0.632,0.0392,0.6212
is-async-supported,middle,5,0.632,0.0594,0.6086
postcss-easings,middle,5,0.632,0.0129,0.6305
normalize-path,top,5,0.6318,0.0352,0.6229
shebang-command,top,5,0.6317,0.0415,0.6183
is-directory,top,5,0.6316,0.0156,0.6282
generate-function,top,5,0.6314,0.0069,0.6307
cluster-role,bottom,5,0.6313,0.0294,0.6258
glob-parent,top,5,0.6313,0.0187,0.6352
json-readdir-stream,bottom,5,0.6305,0.0192,0.6309
redux-auth-wrapper,middle,5,0.6302,0.0527,0.6136
prepend-http,top,5,0.6298,0.0121,0.6271
color-name,top,5,0.6295,0.0122,0.6333
throng,middle,5,0.6294,0.0566,0.6544
date-fns,top,5,0.6293,0.0232,0.6327
thorJS-builder,bottom,5,0.6291,0.0216,0.6302
is-regexp,top,5,0.6291,0.0449,0.633
colorzy,bottom,5,0.6285,0.0127,0.6321
url-parse-lax,top,5,0.6273,0.0357,0.6261
repeat-string,top,5,0.6262,0.0255,0.6277
react-click-outside,middle,5,0.6262,0.0092,0.6273
stream-each,top,5,0.626,0.0243,0.638
contains-path,top,5,0.626,0.036,0.6073
gitbook-grvis,bottom,5,0.6259,0.015,0.6317
bmfont2json,bottom,5,0.6257,0.0105,0.6229
serialize-javascript,top,5,0.6247,0.0286,0.6253
remote-form,bottom,5,0.6247,0.0118,0.6238
indent-string,top,5,0.624,0.0109,0.6263
parse-json,top,5,0.6238,0.0094,0.6214
electron-json-storage,middle,5,0.6238,0.0245,0.6207
i18next-xhr-backend,middle,5,0.6229,0.004,0.6256
source-map-url,top,5,0.6227,0.1122,0.5537
assign-symbols,top,5,0.6226,0.0173,0.6189
ngtemplate-loader,middle,5,0.6221,0.0558,0.6033
crop-rotate-and-sample-in-browser,bottom,5,0.6219,0.0121,0.6229
broccoli-splitter,bottom,5,0.6219,0.0215,0.6147
node-http-verror,bottom,5,0.6217,0.0185,0.6185
dbcsv,bottom,5,0.6214,0.0374,0.637
gulp-standard,middle,5,0.6212,0.0162,0.621
koa-nunjucks,bottom,5,0.6203,0.0258,0.6114
compose-function,middle,5,0.6201,0.0156,0.6269
watchpack,top,5,0.6196,0.0718,0.6081
gocd-api,bottom,5,0.619,0.0168,0.6213
avprober,bottom,5,0.6188,0.0364,0.6048
rc-config-loader,middle,5,0.6188,0.0184,0.6179
react-flip-move,middle,5,0.6187,0.0158,0.6144
freeloader-stream,bottom,5,0.6182,0.0154,0.6229
yauzl,top,5,0.6174,0.0113,0.6222
aws-instances,bottom,5,0.6174,0.0072,0.6192
xdg-basedir,top,5,0.6171,0.024,0.6152
jpeg-recompress-bin,middle,5,0.6165,0.0301,0.6221
regex-cache,top,5,0.6161,0.0212,0.6094
compare-versions,top,5,0.6156,0.0078,0.6121
async-each-series,top,5,0.6153,0.0148,0.6118
try-require,middle,5,0.6151,0.0252,0.606
arr-flatten,top,5,0.6142,0.0116,0.619
trash-cli,middle,5,0.6141,0.0364,0.6142
proxy-addr,top,5,0.6141,0.0161,0.6187
pkg-up,top,5,0.6137,0.1399,0.569
appcache-webpack-plugin,middle,5,0.6136,0.0274,0.6041
lark-bootstrap,bottom,5,0.613,0.015,0.6045
num2fraction,top,5,0.6126,0.0366,0.607
fontpath,bottom,5,0.6125,0.0113,0.6129
hugo-bin,middle,5,0.6122,0.0249,0.614
load-json-file,top,5,0.6119,0.0073,0.6086
createECDH,top,5,0.6119,0.0213,0.6112
read-pkg-up,top,5,0.6112,0.054,0.6174
read-pkg,top,5,0.611,0.0311,0.595
purifycss-webpack,middle,5,0.6109,0.0105,0.6132
node-language-detect-exec,bottom,5,0.6104,0.0299,0.5936
shady-css-parser,middle,5,0.6101,0.04,0.6241
repeat-element,top,5,0.6099,0.0378,0.6064
map-props,middle,5,0.6097,0.0091,0.6073
find-process,middle,5,0.6093,0.0169,0.6157
chai-shallow-deep-equal,middle,5,0.609,0.023,0.6045
first-chunk-stream,top,5,0.6081,0.0183,0.6094
hogan-brisket,bottom,5,0.6078,0.044,0.5965
google-cloud-storage,bottom,5,0.6073,0.012,0.6018
dev-web-server,bottom,5,0.6064,0.0327,0.5929
asset-inliner,bottom,5,0.6059,0.0057,0.6053
set-value,top,5,0.6059,0.025,0.5971
dropbox-mock.js,bottom,5,0.6053,0.0139,0.5996
is-ci,top,5,0.6047,0.0538,0.5751
gulp-strip-comments,middle,5,0.6047,0.0171,0.6019
process-nextick-args,top,5,0.6027,0.0562,0.5772
ImageServer,bottom,5,0.6027,0.0139,0.6056
generator-bangular,bottom,5,0.6025,0.011,0.5981
content-disposition,top,5,0.6018,0.0338,0.5856
jsonist,middle,5,0.6016,0.0312,0.6148
align-text,top,5,0.6007,0.0077,0.6017
node-ifconfig-parser,bottom,5,0.6007,0.027,0.5956
arraybuffer.slice,top,5,0.6005,0.0259,0.6013
gulp-sloc,bottom,5,0.6001,0.0274,0.6027
write-file-atomic,top,5,0.6,0.0161,0.5961
gulp-p4,bottom,5,0.5997,0.0495,0.6115
react-a11y,middle,5,0.5994,0.0074,0.5993
imapseagull,bottom,5,0.5982,0.0115,0.5993
postcss-custom-selectors,top,5,0.5976,0.0209,0.5937
parseurl,top,5,0.5975,0.0101,0.5944
get-stdin,top,5,0.5969,0.0113,0.593
ify,bottom,5,0.5962,0.0078,0.6
xml-name-validator,top,5,0.5961,0.0115,0.5996
memory-fs,top,5,0.5954,0.0128,0.5961
nodejs-is-writable-stream,bottom,5,0.5952,0.0482,0.5785
loud-rejection,top,5,0.5949,0.0676,0.6092
buffered-transform,bottom,5,0.5948,0.0165,0.5896
express-wrangler,bottom,5,0.5946,0.018,0.5985
glogg,top,5,0.5939,0.0172,0.5862
right-align,top,5,0.5938,0.0096,0.5941
fill-range,top,5,0.5935,0.0184,0.5905
classlist-polyfill,middle,5,0.5932,0.0222,0.6012
fxos-simulators,bottom,5,0.5931,0.0179,0.5958
standard,top,5,0.5929,0.0348,0.5883
less-stream,bottom,5,0.5924,0.0359,0.5761
gulp-inline-css,middle,5,0.5918,0.0397,0.6066
globby,top,5,0.5916,0.0224,0.5817
zopflipng-bin,middle,5,0.5916,0.0078,0.5955
center-align,top,5,0.5916,0.0101,0.59
browserify-sign,top,5,0.5914,0.0174,0.5892
callback-timer,bottom,5,0.5913,0.0098,0.5895
import-glob-loader,middle,5,0.5908,0.0664,0.5515
react-hot-loader,top,5,0.59,0.0205,0.5886
nodejs-driver,middle,5,0.5896,0.0785,0.5607
resolve-from,top,5,0.5896,0.0644,0.5822
requires-port,top,5,0.5893,0.0754,0.5589
iso-http,bottom,5,0.5893,0.0098,0.5929
sequence,middle,5,0.5886,0.0237,0.5931
postcss-custom-properties,top,5,0.5882,0.0197,0.5837
crossvent,middle,5,0.5882,0.0166,0.5934
webpack-bundle-analyzer,top,5,0.5878,0.0381,0.5822
fb-node,bottom,5,0.5876,0.0056,0.5873
gulp-jsonminify,middle,5,0.5875,0.014,0.5901
is-root,top,5,0.5868,0.0209,0.5918
python-shell,middle,5,0.5865,0.029,0.5852
docker-pull,bottom,5,0.5864,0.0579,0.5588
F.js,bottom,5,0.5863,0.0272,0.5927
git-repository,middle,5,0.5863,0.0113,0.5835
global-modules,top,5,0.5859,0.0868,0.5986
mime-types,top,5,0.5856,0.0139,0.5873
hipku,bottom,5,0.5853,0.0749,0.5575
mimic-fn,top,5,0.5851,0.0302,0.5872
enb-y-i18n,bottom,5,0.5841,0.0153,0.588
ketch,bottom,5,0.5831,0.0539,0.5873
yargs-parser,top,5,0.5826,0.0431,0.5657
strip-indent,top,5,0.5826,0.0362,0.5842
resource-loader,middle,5,0.5822,0.009,0.5815
espree,top,5,0.5818,0.0253,0.5783
createHash,top,5,0.5818,0.0382,0.5598
jhipster-core,middle,5,0.5818,0.0103,0.5768
level-random,bottom,5,0.5814,0.0143,0.5873
comparative-selection,bottom,5,0.5813,0.01,0.583
is-class,middle,5,0.5802,0.0186,0.5764
braces,top,5,0.5797,0.0215,0.5711
gl-vec3,middle,5,0.5796,0.0206,0.5787
node-har-validator,top,5,0.5793,0.0057,0.5807
del,top,5,0.5783,0.0258,0.5749
String.prototype.trimRight,top,5,0.5779,0.0321,0.5868
dustjacket,bottom,5,0.5779,0.0407,0.5724
reduce-function-call,top,5,0.5777,0.0134,0.576
babel-preset-es2015-mod,middle,5,0.5776,0.0148,0.5854
isexe,top,5,0.5775,0.0248,0.5716
js-peer-info,middle,5,0.5766,0.0345,0.563
node-bcrypt-pbkdf,top,5,0.5765,0.0088,0.5774
key-remap,bottom,5,0.5764,0.0195,0.581
method-override,top,5,0.5764,0.0386,0.567
errorhandler,top,5,0.5761,0.0507,0.5761
jsdoccer,bottom,5,0.5755,0.0195,0.5737
invert-kv,top,5,0.5755,0.0121,0.5749
string-width,top,5,0.5752,0.0143,0.5828
common-dir,middle,5,0.575,0.0221,0.5718
resolve-protobuf-schema,middle,5,0.5743,0.0281,0.5711
is-path-in-cwd,top,5,0.5742,0.0343,0.561
dir-glob,top,5,0.5741,0.0168,0.575
dot-prop,top,5,0.5739,0.0524,0.5491
heartbleed.js,bottom,5,0.5735,0.0316,0.5615
any-promise,top,5,0.5734,0.0125,0.5721
find-up,top,5,0.5733,0.0251,0.5601
log-symbols,top,5,0.5732,0.0174,0.5651
express-sanitizer,middle,5,0.5726,0.0402,0.5894
from2-string,middle,5,0.5723,0.0306,0.5705
path-parse,top,5,0.5722,0.035,0.5603
grunt-nexe,bottom,5,0.5721,0.0311,0.5693
express-qrcode,bottom,5,0.5718,0.0095,0.5676
firstline,middle,5,0.5711,0.004,0.5707
postcss-prefix-selector,middle,5,0.5707,0.0358,0.5737
hotkeys,middle,5,0.5705,0.0227,0.5615
encodeurl,top,5,0.5704,0.0301,0.5808
ghusers,bottom,5,0.5704,0.022,0.5736
m-picker,middle,5,0.5696,0.0069,0.571
set-immediate-shim,top,5,0.5694,0.0325,0.5645
map-obj,top,5,0.5689,0.0266,0.5662
stack-utils,top,5,0.5687,0.0316,0.5559
event-source-emitter,bottom,5,0.5683,0.0256,0.5667
auto-changelog,middle,5,0.568,0.0305,0.5522
aos,middle,5,0.5678,0.0408,0.5534
express-boot,bottom,5,0.5677,0.0209,0.5654
mem,top,5,0.5674,0.0158,0.5571
expand-brackets,top,5,0.5671,0.0325,0.5635
invariant,top,5,0.567,0.0265,0.5716
point-geometry,middle,5,0.5664,0.015,0.564
csstree,top,5,0.5663,0.017,0.5705
publicEncrypt,top,5,0.5661,0.0039,0.5666
iconify,bottom,5,0.5661,0.0382,0.5607
m-date-picker,middle,5,0.5659,0.0136,0.5656
is-extendable,top,5,0.5654,0.0156,0.5622
os-homedir,top,5,0.5651,0.0126,0.5686
vue-touch,middle,5,0.5649,0.0067,0.5645
dns-packet,top,5,0.5639,0.0287,0.5611
co-thrift,bottom,5,0.5638,0.0294,0.553
ios-splash-generate,bottom,5,0.5637,0.0187,0.5581
calendar-matrix,bottom,5,0.5627,0.0091,0.5581
remove-markdown,middle,5,0.5626,0.0325,0.5674
forwarded,top,5,0.5621,0.0566,0.5434
ab-testing,bottom,5,0.562,0.0178,0.5687
rtl-detect,middle,5,0.5617,0.0244,0.5612
queue-anim,middle,5,0.5616,0.0251,0.5682
derequire-transform,bottom,5,0.5615,0.0474,0.5729
colormin,top,5,0.5613,0.0631,0.5482
bn.js,top,5,0.5611,0.064,0.5685
mixin-deep,top,5,0.561,0.0103,0.5587
2fa,bottom,5,0.561,0.0073,0.5587
join-path,middle,5,0.56,0.0126,0.5536
stdout-stream,top,5,0.5597,0.0118,0.5638
ghost-export,bottom,5,0.5591,0.0342,0.5515
grunt-svgstore,middle,5,0.5589,0.0323,0.5621
Imager.jsx,bottom,5,0.5588,0.0498,0.5369
widest-line,top,5,0.5583,0.0192,0.55
to-regex-range,top,5,0.5581,0.0131,0.5557
classnames,top,5,0.5579,0.051,0.5434
memfs,middle,5,0.5566,0.0204,0.5609
generator-readme,bottom,5,0.5562,0.0124,0.5599
Validator,middle,5,0.5562,0.0142,0.5628
assetment,bottom,5,0.5556,0.0348,0.5627
node-tmp-sync,middle,5,0.5554,0.0238,0.5658
clui,middle,5,0.5554,0.0814,0.5019
camelcase,top,5,0.5552,0.0169,0.5635
duplexify,top,5,0.5549,0.0261,0.5471
content-type,top,5,0.5548,0.0669,0.5353
node-areacodes,bottom,5,0.5547,0.0278,0.5495
jpegoptim-bin,middle,5,0.5547,0.0176,0.559
iframe-api,bottom,5,0.5543,0.0186,0.555
node-basecontroller-core,bottom,5,0.5538,0.0119,0.5528
dial-roller,bottom,5,0.5536,0.0253,0.5598
y18n,top,5,0.5532,0.0395,0.5316
loadjs,middle,5,0.5532,0.0341,0.5531
aws-billing,bottom,5,0.5531,0.0115,0.5509
codewars,bottom,5,0.5525,0.0184,0.5551
spdx-correct.js,top,5,0.5523,0.0126,0.5501
require-from-string,top,5,0.5521,0.0076,0.5529
time-stamp,top,5,0.5519,0.0167,0.5473
currently-unhandled,top,5,0.5511,0.0872,0.5359
serve-index,top,5,0.551,0.063,0.5782
webidl2js,middle,5,0.5507,0.0288,0.5642
is-online,middle,5,0.5497,0.0214,0.562
extglob,top,5,0.5496,0.0129,0.5541
should.js,top,5,0.5494,0.0435,0.5486
to-arraybuffer,top,5,0.5491,0.0077,0.5518
get-stream,top,5,0.5489,0.0409,0.5583
BaseCRM,bottom,5,0.5488,0.0101,0.5498
inject-lr-script,middle,5,0.5487,0.0618,0.5431
dns-txt,top,5,0.5482,0.0173,0.5522
ftp-generate-response,bottom,5,0.5477,0.0062,0.5508
esri-dump,bottom,5,0.5477,0.0335,0.5482
node-rand-token,middle,5,0.5477,0.0293,0.5581
media-typer,top,5,0.5476,0.0295,0.5556
prebuild,middle,5,0.5471,0.0839,0.5575
broccoli-autoprefixer,middle,5,0.5457,0.0297,0.5546
config-lite,middle,5,0.5452,0.0235,0.5541
Dexie.js,middle,5,0.5448,0.0183,0.5518
level-fancy,bottom,5,0.5446,0.1216,0.5872
ansi-wrap,top,5,0.5438,0.0282,0.5396
node-app-root-path,top,5,0.5437,0.0234,0.5476
assert-http,bottom,5,0.5433,0.011,0.537
lines-and-columns,middle,5,0.5431,0.0389,0.5493
lightbox,bottom,5,0.543,0.0096,0.5468
wrap-ansi,top,5,0.5429,0.0382,0.538
ampersand-model-patch-mixin,bottom,5,0.5427,0.0163,0.5365
is-keyword,bottom,5,0.5426,0.006,0.5413
gulp-ava,middle,5,0.5424,0.0246,0.5381
sass-graph,top,5,0.5424,0.0682,0.5278
collection-visit,top,5,0.5418,0.0064,0.5432
normalize-range,top,5,0.5417,0.0101,0.5365
node-logentries-retrieving-log,bottom,5,0.5417,0.018,0.5374
node-macaddress,top,5,0.5415,0.0319,0.5525
javascript-sdk,middle,5,0.5412,0.0154,0.537
lcd-pcf8574,bottom,5,0.5406,0.0351,0.5429
regextras,middle,5,0.5402,0.0122,0.5445
resolve-cwd,top,5,0.5401,0.0143,0.5424
node-dom-urls,top,5,0.54,0.0071,0.5375
card-dealer,bottom,5,0.5397,0.008,0.5417
chain-args,bottom,5,0.5396,0.0307,0.5532
node-test-runner,middle,5,0.5389,0.0076,0.5393
koala,middle,5,0.5388,0.0112,0.5405
beeper,top,5,0.538,0.0174,0.5377
is-windows,top,5,0.5377,0.0308,0.5254
json-schema-view,bottom,5,0.5377,0.0029,0.5383
path-type,top,5,0.5373,0.0317,0.5445
configurable-http-proxy,bottom,5,0.537,0.0759,0.5037
opt-cli,middle,5,0.5369,0.0128,0.5358
pushdata-bitcoin,middle,5,0.5368,0.053,0.5102
isModule,bottom,5,0.5364,0.0165,0.5361
merkle-lib,middle,5,0.536,0.0063,0.5368
contact-form,bottom,5,0.5359,0.0082,0.5399
pumpify,top,5,0.5358,0.0877,0.5212
generator-lib-java,bottom,5,0.5355,0.0226,0.5285
less-runner,bottom,5,0.535,0.0143,0.5378
fn-args,middle,5,0.5347,0.0257,0.521
pseudomap,top,5,0.5323,0.025,0.5428
relative,middle,5,0.5321,0.0319,0.5275
asorted,bottom,5,0.531,0.0435,0.5286
is-my-json-valid,top,5,0.5309,0.019,0.5259
xml-char-classes,top,5,0.5304,0.0342,0.5361
buzzfeed-headlines,bottom,5,0.5302,0.0246,0.5336
ncname,top,5,0.53,0.0272,0.5238
line-length.js,bottom,5,0.5298,0.0095,0.5337
setprototypeof,top,5,0.5289,0.0205,0.5287
json-web-crawler,bottom,5,0.5288,0.0064,0.5294
postcss-filter-plugins,top,5,0.5283,0.0229,0.5237
merge2,top,5,0.5282,0.0519,0.5128
pbkdf2,top,5,0.5281,0.0219,0.5375
xdg-trashdir,middle,5,0.5268,0.0115,0.5259
ci-info,top,5,0.5266,0.0158,0.5305
array-slice,top,5,0.5265,0.0168,0.5213
lasercat-workshop,bottom,5,0.5252,0.0356,0.5056
fastparse,top,5,0.525,0.0572,0.5062
stealthy-require,top,5,0.5244,0.0206,0.522
is-type-of,middle,5,0.5243,0.017,0.5241
redux,top,5,0.5243,0.019,0.5211
gulp-haste,bottom,5,0.5241,0.0049,0.5232
Node.CLI-Progress,middle,5,0.524,0.0293,0.5262
activity-streams.js,bottom,5,0.5239,0.0174,0.5252
gitignoreensure,bottom,5,0.5226,0.0145,0.5136
vinyl-source-stream,top,5,0.5225,0.0249,0.5385
union-value,top,5,0.5224,0.0693,0.5454
wrappy,top,5,0.5222,0.0114,0.5151
has-unicode,top,5,0.5219,0.0486,0.5066
complexion-time-map,bottom,5,0.5213,0.0157,0.5313
node-klaw,top,5,0.5212,0.0303,0.5183
helper-coverage,middle,5,0.5204,0.0057,0.5201
extract-gettext,bottom,5,0.5203,0.0166,0.5218
mississippi,top,5,0.5197,0.0291,0.5149
repeating,top,5,0.5194,0.0573,0.496
add-func-name,bottom,5,0.5187,0.0245,0.5252
fist-fistlabs_unit_serial,bottom,5,0.5182,0.0281,0.5247
fluxer,bottom,5,0.5162,0.0211,0.524
dominator,bottom,5,0.5161,0.0129,0.5188
encoding-down,middle,5,0.516,0.0745,0.538
markdown-it-attrs,middle,5,0.5157,0.0164,0.5163
uniqs,top,5,0.5155,0.0634,0.5246
